source_id	chromosome	chromosome_order_num	length
KI270844.1	KI270844.1	26	322166
KI270845.1	KI270845.1	26	180703
KI270846.1	KI270846.1	26	1351393
KI270847.1	KI270847.1	26	1511111
KI270852.1	KI270852.1	26	478999
KI270848.1	KI270848.1	26	327382
GL383554.1	GL383554.1	26	296527
KI270906.1	KI270906.1	26	196384
GL383555.2	GL383555.2	26	388773
KI270851.1	KI270851.1	26	263054
KI270849.1	KI270849.1	26	244917
KI270905.1	KI270905.1	26	5161414
KI270850.1	KI270850.1	26	430880
KQ031389.1	KQ031389.1	26	2365364
KI270853.1	KI270853.1	26	2659700
GL383556.1	GL383556.1	26	192462
GL383557.1	GL383557.1	26	89672
KI270855.1	KI270855.1	26	232857
KQ031390.1	KQ031390.1	26	169136
KI270856.1	KI270856.1	26	63982
KQ090027.1	KQ090027.1	26	267463
KQ090026.1	KQ090026.1	26	59016
KI270854.1	KI270854.1	26	134193
KI270909.1	KI270909.1	26	325800
KV766197.1	KV766197.1	26	246895
GL383563.3	GL383563.3	26	375691
KI270861.1	KI270861.1	26	196688
GL383564.2	GL383564.2	26	133151
GL000258.2	GL000258.2	26	1821992
KI270860.1	KI270860.1	26	178921
KI270907.1	KI270907.1	26	137721
KI270862.1	KI270862.1	26	391357
GL383565.1	GL383565.1	26	223995
KI270908.1	KI270908.1	26	1423190
KV766198.1	KV766198.1	26	276292
KI270910.1	KI270910.1	26	157099
GL383566.1	GL383566.1	26	90219
JH159146.1	JH159146.1	26	278131
JH159147.1	JH159147.1	26	70345
JH159148.1	JH159148.1	26	88070
KI270857.1	KI270857.1	26	2877074
KI270858.1	KI270858.1	26	235827
KI270859.1	KI270859.1	26	108763
GL383567.1	GL383567.1	26	289831
GL383568.1	GL383568.1	26	104552
GL383569.1	GL383569.1	26	167950
GL383570.1	GL383570.1	26	164789
GL383571.1	GL383571.1	26	198278
GL383572.1	GL383572.1	26	159547
KI270863.1	KI270863.1	26	167999
KI270864.1	KI270864.1	26	111737
KQ458385.1	KQ458385.1	26	205101
KI270912.1	KI270912.1	26	174061
KI270911.1	KI270911.1	26	157710
KV575254.1	KV575254.1	26	99845
KV575246.1	KV575246.1	26	163926
KV575256.1	KV575256.1	26	223118
KV575253.1	KV575253.1	26	166713
KV575252.1	KV575252.1	26	178197
KV575255.1	KV575255.1	26	161095
KV575259.1	KV575259.1	26	171263
KI270917.1	KI270917.1	26	190932
KI270918.1	KI270918.1	26	123111
KI270919.1	KI270919.1	26	170701
KV575247.1	KV575247.1	26	170206
KV575248.1	KV575248.1	26	168131
KV575250.1	KV575250.1	26	241058
KV575249.1	KV575249.1	26	293522
KV575257.1	KV575257.1	26	100553
KI270920.1	KI270920.1	26	198005
KI270921.1	KI270921.1	26	282224
KI270922.1	KI270922.1	26	187935
KI270923.1	KI270923.1	26	189352
KI270929.1	KI270929.1	26	186203
KI270930.1	KI270930.1	26	200773
KI270931.1	KI270931.1	26	170148
KI270932.1	KI270932.1	26	215732
KI270933.1	KI270933.1	26	170537
KI270882.1	KI270882.1	26	248807
KI270883.1	KI270883.1	26	170399
KI270884.1	KI270884.1	26	157053
KI270885.1	KI270885.1	26	171027
KI270886.1	KI270886.1	26	204239
KI270887.1	KI270887.1	26	209512
KI270888.1	KI270888.1	26	155532
KV575258.1	KV575258.1	26	156965
KV575251.1	KV575251.1	26	159285
KV575260.1	KV575260.1	26	145691
KI270889.1	KI270889.1	26	170698
KI270890.1	KI270890.1	26	184499
GL000209.2	GL000209.2	26	177381
KI270891.1	KI270891.1	26	170680
KI270914.1	KI270914.1	26	205194
KI270915.1	KI270915.1	26	170665
KI270916.1	KI270916.1	26	184516
GL949746.1	GL949746.1	26	987716
GL949747.2	GL949747.2	26	729520
GL949748.2	GL949748.2	26	1064304
GL949749.2	GL949749.2	26	1091841
GL949750.2	GL949750.2	26	1066390
GL949751.2	GL949751.2	26	1002683
GL949752.1	GL949752.1	26	987100
GL949753.2	GL949753.2	26	796479
GL383573.1	GL383573.1	26	385657
GL383574.1	GL383574.1	26	155864
GL383575.2	GL383575.2	26	170222
KI270866.1	KI270866.1	26	43156
GL383576.1	GL383576.1	26	188024
KI270867.1	KI270867.1	26	233762
KI270865.1	KI270865.1	26	52969
KI270938.1	KI270938.1	26	1066800
KI270868.1	KI270868.1	26	61734
KI270760.1	KI270760.1	26	109528
KI270762.1	KI270762.1	26	354444
GL383518.1	GL383518.1	26	182439
KI270759.1	KI270759.1	26	425601
KI270766.1	KI270766.1	26	256271
GL383519.1	GL383519.1	26	110268
KI270761.1	KI270761.1	26	165834
KQ458382.1	KQ458382.1	26	141019
GL383520.2	GL383520.2	26	366580
KI270763.1	KI270763.1	26	911658
KQ458383.1	KQ458383.1	26	349938
KI270765.1	KI270765.1	26	185285
KI270764.1	KI270764.1	26	50258
KQ983255.1	KQ983255.1	26	278659
KQ458384.1	KQ458384.1	26	212205
KV880763.1	KV880763.1	26	551020
KI270892.1	KI270892.1	26	162212
GL383577.2	GL383577.2	26	128386
KI270869.1	KI270869.1	26	118774
KI270870.1	KI270870.1	26	183433
KI270871.1	KI270871.1	26	58661
GL383578.2	GL383578.2	26	63917
GL383579.2	GL383579.2	26	201197
GL383580.2	GL383580.2	26	74653
GL383581.2	GL383581.2	26	116689
KI270872.1	KI270872.1	26	82692
KI270873.1	KI270873.1	26	143900
KI270874.1	KI270874.1	26	166743
GL383582.2	GL383582.2	26	162811
GL383583.2	GL383583.2	26	96924
KI270875.1	KI270875.1	26	259914
KI270876.1	KI270876.1	26	263666
KI270877.1	KI270877.1	26	101331
KI270878.1	KI270878.1	26	186262
KI270879.1	KI270879.1	26	304135
KB663609.1	KB663609.1	26	74013
KI270928.1	KI270928.1	26	176103
KN196485.1	KN196485.1	26	156562
KN196486.1	KN196486.1	26	153027
KQ458387.1	KQ458387.1	26	155930
KQ458388.1	KQ458388.1	26	174749
KQ759761.1	KQ759761.1	26	145162
KI270769.1	KI270769.1	26	120616
KI270767.1	KI270767.1	26	161578
GL383521.1	GL383521.1	26	143390
KI270772.1	KI270772.1	26	133041
GL383522.1	GL383522.1	26	123821
KI270770.1	KI270770.1	26	136240
KI270893.1	KI270893.1	26	161218
KI270894.1	KI270894.1	26	214158
GL582966.2	GL582966.2	26	96131
KI270773.1	KI270773.1	26	70887
KI270776.1	KI270776.1	26	174166
KI270768.1	KI270768.1	26	110099
KI270774.1	KI270774.1	26	223625
KI270771.1	KI270771.1	26	110395
KI270775.1	KI270775.1	26	138019
KQ983256.1	KQ983256.1	26	535088
JH636055.2	JH636055.2	26	173151
GL383526.1	GL383526.1	26	180671
KI270779.1	KI270779.1	26	205312
KI270777.1	KI270777.1	26	173649
KI270782.1	KI270782.1	26	162429
KI270783.1	KI270783.1	26	109187
KI270778.1	KI270778.1	26	248252
KI270895.1	KI270895.1	26	162896
KI270780.1	KI270780.1	26	224108
KI270924.1	KI270924.1	26	166540
KI270781.1	KI270781.1	26	113034
KI270934.1	KI270934.1	26	163458
KI270935.1	KI270935.1	26	197351
KI270936.1	KI270936.1	26	164170
KI270937.1	KI270937.1	26	165607
KI270784.1	KI270784.1	26	184404
KQ983258.1	KQ983258.1	26	205407
KV766193.1	KV766193.1	26	420675
GL383527.1	GL383527.1	26	164536
KI270790.1	KI270790.1	26	220246
GL383528.1	GL383528.1	26	376187
KI270787.1	KI270787.1	26	111943
GL000257.2	GL000257.2	26	586476
KI270785.1	KI270785.1	26	119912
KQ090013.1	KQ090013.1	26	90922
KI270786.1	KI270786.1	26	244096
KI270788.1	KI270788.1	26	158965
KI270789.1	KI270789.1	26	205944
KI270896.1	KI270896.1	26	378547
KI270925.1	KI270925.1	26	555799
KQ090014.1	KQ090014.1	26	163749
KQ090015.1	KQ090015.1	26	236512
GL383532.1	GL383532.1	26	82728
KI270897.1	KI270897.1	26	1144418
GL383531.1	GL383531.1	26	173459
GL949742.1	GL949742.1	26	226852
GL339449.2	GL339449.2	26	1612928
KI270795.1	KI270795.1	26	131892
KI270791.1	KI270791.1	26	195710
GL383530.1	GL383530.1	26	101241
KI270898.1	KI270898.1	26	130957
KI270792.1	KI270792.1	26	179043
KI270796.1	KI270796.1	26	172708
KI270793.1	KI270793.1	26	126136
KI270794.1	KI270794.1	26	164558
KN196477.1	KN196477.1	26	139087
KV575243.1	KV575243.1	26	362221
KQ090017.1	KQ090017.1	26	82315
GL383533.1	GL383533.1	26	124736
KB021644.2	KB021644.2	26	185823
KI270797.1	KI270797.1	26	197536
KI270798.1	KI270798.1	26	271782
KI270799.1	KI270799.1	26	152148
KI270800.1	KI270800.1	26	175808
KI270801.1	KI270801.1	26	870480
KI270802.1	KI270802.1	26	75005
KI270758.1	KI270758.1	26	76752
GL000250.2	GL000250.2	26	4672374
GL000251.2	GL000251.2	26	4795265
GL000252.2	GL000252.2	26	4604811
GL000253.2	GL000253.2	26	4677643
GL000254.2	GL000254.2	26	4827813
GL000255.2	GL000255.2	26	4606388
GL000256.2	GL000256.2	26	4929269
KI270804.1	KI270804.1	26	157952
KI270806.1	KI270806.1	26	158166
GL383534.2	GL383534.2	26	119183
KI270805.1	KI270805.1	26	209988
KI270899.1	KI270899.1	26	190869
KI270809.1	KI270809.1	26	209586
KI270803.1	KI270803.1	26	1111570
KI270807.1	KI270807.1	26	126434
KI270808.1	KI270808.1	26	271455
KI270811.1	KI270811.1	26	292436
KI270814.1	KI270814.1	26	141812
KI270810.1	KI270810.1	26	374415
KI270812.1	KI270812.1	26	282736
KI270815.1	KI270815.1	26	132244
KI270813.1	KI270813.1	26	300230
KI270816.1	KI270816.1	26	305841
KI270818.1	KI270818.1	26	145606
KI270817.1	KI270817.1	26	158983
KI270900.1	KI270900.1	26	318687
KI270819.1	KI270819.1	26	133535
KI270901.1	KI270901.1	26	136959
KI270820.1	KI270820.1	26	36640
KI270926.1	KI270926.1	26	229282
KI270821.1	KI270821.1	26	985506
KI270822.1	KI270822.1	26	624492
GL383539.1	GL383539.1	26	162988
GL383540.1	GL383540.1	26	71551
GL383541.1	GL383541.1	26	171286
GL383542.1	GL383542.1	26	60032
KI270823.1	KI270823.1	26	439082
KQ090018.1	KQ090018.1	26	163882
KQ090019.1	KQ090019.1	26	134099
KI270880.1	KI270880.1	26	284869
KI270881.1	KI270881.1	26	144206
KI270913.1	KI270913.1	26	274009
KV766199.1	KV766199.1	26	188004
KI270315.1	KI270315.1	26	2276
KI270302.1	KI270302.1	26	2274
KI270303.1	KI270303.1	26	1942
KI270304.1	KI270304.1	26	2165
KI270305.1	KI270305.1	26	1472
KI270310.1	KI270310.1	26	1201
KI270311.1	KI270311.1	26	12399
KI270312.1	KI270312.1	26	998
KI270730.1	KI270730.1	26	112551
KI270731.1	KI270731.1	26	150754
KI270316.1	KI270316.1	26	1444
KI270317.1	KI270317.1	26	37690
KI270320.1	KI270320.1	26	4416
KI270322.1	KI270322.1	26	21476
KI270329.1	KI270329.1	26	1040
KI270330.1	KI270330.1	26	1652
KI270732.1	KI270732.1	26	41543
KI270733.1	KI270733.1	26	179772
KI270333.1	KI270333.1	26	2699
KI270334.1	KI270334.1	26	1368
KI270335.1	KI270335.1	26	1048
KI270336.1	KI270336.1	26	1026
KI270337.1	KI270337.1	26	1121
KI270338.1	KI270338.1	26	1428
KI270734.1	KI270734.1	26	165050
KI270735.1	KI270735.1	26	42811
KI270736.1	KI270736.1	26	181920
KI270340.1	KI270340.1	26	1428
KI270362.1	KI270362.1	26	3530
KI270363.1	KI270363.1	26	1803
KI270364.1	KI270364.1	26	2855
KI270366.1	KI270366.1	26	8320
KI270371.1	KI270371.1	26	2805
KI270379.1	KI270379.1	26	1045
KI270372.1	KI270372.1	26	1650
KI270373.1	KI270373.1	26	1451
KI270374.1	KI270374.1	26	2656
KI270375.1	KI270375.1	26	2378
KI270376.1	KI270376.1	26	1136
KI270378.1	KI270378.1	26	1048
KI270737.1	KI270737.1	26	103838
KI270381.1	KI270381.1	26	1930
KI270382.1	KI270382.1	26	4215
KI270383.1	KI270383.1	26	1750
KI270384.1	KI270384.1	26	1658
KI270385.1	KI270385.1	26	990
KI270411.1	KI270411.1	26	2646
KI270738.1	KI270738.1	26	99375
KI270739.1	KI270739.1	26	73985
KI270386.1	KI270386.1	26	1788
KI270387.1	KI270387.1	26	1537
KI270388.1	KI270388.1	26	1216
KI270389.1	KI270389.1	26	1298
KI270390.1	KI270390.1	26	2387
KI270740.1	KI270740.1	26	37240
KI270741.1	KI270741.1	26	157432
KI270742.1	KI270742.1	26	186739
KI270743.1	KI270743.1	26	210658
KI270391.1	KI270391.1	26	1484
KI270392.1	KI270392.1	26	971
KI270393.1	KI270393.1	26	1308
KI270394.1	KI270394.1	26	970
KI270395.1	KI270395.1	26	1143
KI270396.1	KI270396.1	26	1880
KI270744.1	KI270744.1	26	168472
KI270745.1	KI270745.1	26	41891
KI270746.1	KI270746.1	26	66486
KI270412.1	KI270412.1	26	1179
KI270414.1	KI270414.1	26	2489
KI270417.1	KI270417.1	26	2043
KI270418.1	KI270418.1	26	2145
KI270419.1	KI270419.1	26	1029
KI270420.1	KI270420.1	26	2321
KI270422.1	KI270422.1	26	1445
KI270747.1	KI270747.1	26	198735
KI270748.1	KI270748.1	26	93321
KI270423.1	KI270423.1	26	981
KI270424.1	KI270424.1	26	2140
KI270425.1	KI270425.1	26	1884
KI270429.1	KI270429.1	26	1361
KI270435.1	KI270435.1	26	92983
KI270438.1	KI270438.1	26	112505
KI270442.1	KI270442.1	26	392061
KI270448.1	KI270448.1	26	7992
KI270465.1	KI270465.1	26	1774
KI270510.1	KI270510.1	26	2415
KI270466.1	KI270466.1	26	1233
KI270467.1	KI270467.1	26	3920
KI270468.1	KI270468.1	26	4055
KI270507.1	KI270507.1	26	5353
KI270508.1	KI270508.1	26	1951
KI270509.1	KI270509.1	26	2318
KI270511.1	KI270511.1	26	8127
KI270512.1	KI270512.1	26	22689
KI270749.1	KI270749.1	26	158759
KI270750.1	KI270750.1	26	148850
KI270515.1	KI270515.1	26	6361
KI270516.1	KI270516.1	26	1300
KI270517.1	KI270517.1	26	3253
KI270518.1	KI270518.1	26	2186
KI270519.1	KI270519.1	26	138126
KI270521.1	KI270521.1	26	7642
KI270522.1	KI270522.1	26	5674
KI270589.1	KI270589.1	26	44474
KI270751.1	KI270751.1	26	150742
KI270752.1	KI270752.1	26	27745
KI270753.1	KI270753.1	26	62944
KI270528.1	KI270528.1	26	2983
KI270529.1	KI270529.1	26	1899
KI270530.1	KI270530.1	26	2168
KI270538.1	KI270538.1	26	91309
KI270539.1	KI270539.1	26	993
KI270544.1	KI270544.1	26	1202
KI270548.1	KI270548.1	26	1599
KI270579.1	KI270579.1	26	31033
KI270726.1	KI270726.1	26	43739
KI270727.1	KI270727.1	26	448248
KI270728.1	KI270728.1	26	1872759
KI270729.1	KI270729.1	26	280839
KI270580.1	KI270580.1	26	1553
KI270581.1	KI270581.1	26	7046
KI270582.1	KI270582.1	26	6504
KI270583.1	KI270583.1	26	1400
KI270584.1	KI270584.1	26	4513
KI270587.1	KI270587.1	26	2969
KI270588.1	KI270588.1	26	6158
KI270590.1	KI270590.1	26	4685
KI270591.1	KI270591.1	26	5796
KI270593.1	KI270593.1	26	3041
KI270706.1	KI270706.1	26	175055
KI270707.1	KI270707.1	26	32032
KI270708.1	KI270708.1	26	127682
KI270709.1	KI270709.1	26	66860
KI270710.1	KI270710.1	26	40176
KI270711.1	KI270711.1	26	42210
KI270712.1	KI270712.1	26	176043
KI270713.1	KI270713.1	26	40745
KI270714.1	KI270714.1	26	41717
KI270715.1	KI270715.1	26	161471
KI270716.1	KI270716.1	26	153799
KI270717.1	KI270717.1	26	40062
KI270718.1	KI270718.1	26	38054
KI270719.1	KI270719.1	26	176845
KI270720.1	KI270720.1	26	39050
KI270721.1	KI270721.1	26	100316
KI270722.1	KI270722.1	26	194050
KI270723.1	KI270723.1	26	38115
KI270724.1	KI270724.1	26	39555
KI270725.1	KI270725.1	26	172810
KI270754.1	KI270754.1	26	40191
KI270755.1	KI270755.1	26	36723
KI270756.1	KI270756.1	26	79590
KI270757.1	KI270757.1	26	71251
