source_id	chromosome	chromosome_order_num	length
KZ208905.1	KZ208905.1	26	140355
KZ208906.1	KZ208906.1	26	330031
KZ208907.1	KZ208907.1	26	181658
KZ208908.1	KZ208908.1	26	140361
KZ208909.1	KZ208909.1	26	175849
KZ208910.1	KZ208910.1	26	135987
KZ208911.1	KZ208911.1	26	242796
KZ208912.1	KZ208912.1	26	589656
KZ208913.1	KZ208913.1	26	680662
KZ208914.1	KZ208914.1	26	165120
KZ208915.1	KZ208915.1	26	6367528
KZ208916.1	KZ208916.1	26	1046838
KZ208917.1	KZ208917.1	26	64689
KZ208918.1	KZ208918.1	26	174808
KZ208919.1	KZ208919.1	26	171798
KZ208920.1	KZ208920.1	26	690932
KZ208921.1	KZ208921.1	26	78609
KZ208922.1	KZ208922.1	26	93070
KZ208923.1	KZ208923.1	26	48370
KZ208924.1	KZ208924.1	26	209722
KZ559100.1	KZ559100.1	26	44955
KZ559101.1	KZ559101.1	26	164041
KZ559102.1	KZ559102.1	26	197752
KZ559103.1	KZ559103.1	26	302885
KZ559104.1	KZ559104.1	26	105527
KZ559105.1	KZ559105.1	26	195063
KZ559106.1	KZ559106.1	26	172555
KZ559107.1	KZ559107.1	26	103072
KZ559108.1	KZ559108.1	26	305244
KZ559109.1	KZ559109.1	26	279644
KZ559110.1	KZ559110.1	26	301637
KZ559111.1	KZ559111.1	26	181167
KZ559112.1	KZ559112.1	26	154139
KZ559113.1	KZ559113.1	26	480415
KZ559114.1	KZ559114.1	26	116753
KZ559115.1	KZ559115.1	26	230843
KZ559116.1	KZ559116.1	26	163186
ML143341.1	ML143341.1	26	145975
ML143342.1	ML143342.1	26	84043
ML143343.1	ML143343.1	26	215443
ML143344.1	ML143344.1	26	235734
ML143345.1	ML143345.1	26	341066
ML143346.1	ML143346.1	26	53476
ML143347.1	ML143347.1	26	176674
ML143348.1	ML143348.1	26	125549
ML143349.1	ML143349.1	26	276109
ML143350.1	ML143350.1	26	89956
ML143351.1	ML143351.1	26	73265
ML143352.1	ML143352.1	26	254759
ML143353.1	ML143353.1	26	25408
ML143354.1	ML143354.1	26	454963
ML143355.1	ML143355.1	26	292944
ML143356.1	ML143356.1	26	45257
ML143357.1	ML143357.1	26	165419
ML143358.1	ML143358.1	26	270122
ML143359.1	ML143359.1	26	217075
ML143360.1	ML143360.1	26	170928
ML143361.1	ML143361.1	26	297568
ML143362.1	ML143362.1	26	192531
ML143363.1	ML143363.1	26	7309
ML143364.1	ML143364.1	26	158944
ML143365.1	ML143365.1	26	65394
ML143366.1	ML143366.1	26	409912
ML143367.1	ML143367.1	26	399183
ML143368.1	ML143368.1	26	264228
ML143369.1	ML143369.1	26	97763
ML143370.1	ML143370.1	26	369264
ML143371.1	ML143371.1	26	5500449
ML143372.1	ML143372.1	26	396515
ML143373.1	ML143373.1	26	270967
ML143374.1	ML143374.1	26	137908
ML143375.1	ML143375.1	26	56695
ML143376.1	ML143376.1	26	493165
ML143377.1	ML143377.1	26	519485
ML143378.1	ML143378.1	26	461303
ML143379.1	ML143379.1	26	12295
ML143380.1	ML143380.1	26	412368
ML143381.1	ML143381.1	26	403128
ML143382.1	ML143382.1	26	28824
ML143383.1	ML143383.1	26	68192
ML143384.1	ML143384.1	26	14678
ML143385.1	ML143385.1	26	17435
