source_id	chromosome	chromosome_order_num	length
JH159145.1	JH159145.1	141	194862
GL877873.1	GL877873.1	142	168465
KB663608.1	KB663608.1	143	283551
GL582972.1	GL582972.1	144	327774
KB663603.1	KB663603.1	145	599580
KE332495.1	KE332495.1	146	263861
JH636059.1	JH636059.1	147	295379
JH720445.1	JH720445.1	148	170033
KE332501.1	KE332501.1	149	1020827
GL383561.2	GL383561.2	150	644425
GL949741.1	GL949741.1	151	151551
GL383562.1	GL383562.1	152	45551
GL383525.1	GL383525.1	153	65063
GL383544.1	GL383544.1	154	128378
GL383548.1	GL383548.1	155	165247
GL383537.1	GL383537.1	156	62435
GL383538.1	GL383538.1	157	49281
GL383516.1	GL383516.1	158	49316
GL383517.1	GL383517.1	159	49352
GL383545.1	GL383545.1	160	179254
GL383546.1	GL383546.1	161	309802
GL383547.1	GL383547.1	162	154407
GL877875.1	GL877875.1	163	167313
GL383549.1	GL383549.1	164	120804
GL383550.1	GL383550.1	165	169178
GL383551.1	GL383551.1	166	184319
GL877876.1	GL877876.1	167	408271
GL383552.1	GL383552.1	168	138655
GL383553.2	GL383553.2	169	152874
GL383554.1	GL383554.1	170	296527
GL383555.1	GL383555.1	171	388773
GL383556.1	GL383556.1	172	192462
GL383557.1	GL383557.1	173	89672
GL000258.1	GL000258.1	174	1680828
GL383563.2	GL383563.2	175	270261
GL383564.1	GL383564.1	176	133151
GL383565.1	GL383565.1	177	223995
GL383566.1	GL383566.1	178	90219
JH159146.1	JH159146.1	179	278131
JH159147.1	JH159147.1	180	70345
JH159148.1	JH159148.1	181	88070
GL383567.1	GL383567.1	182	289831
GL383568.1	GL383568.1	183	104552
GL383569.1	GL383569.1	184	167950
GL383570.1	GL383570.1	185	164789
GL383571.1	GL383571.1	186	198278
GL383572.1	GL383572.1	187	159547
GL949746.1	GL949746.1	188	987716
GL949747.1	GL949747.1	189	729519
GL949748.1	GL949748.1	190	1064303
GL949749.1	GL949749.1	191	1091840
GL949750.1	GL949750.1	192	1066389
GL949751.1	GL949751.1	193	1002682
GL949752.1	GL949752.1	194	987100
GL949753.1	GL949753.1	195	796478
GL383573.1	GL383573.1	196	385657
GL383574.1	GL383574.1	197	155864
GL383575.2	GL383575.2	198	170222
GL383576.1	GL383576.1	199	188024
GL383518.1	GL383518.1	200	182439
GL383519.1	GL383519.1	201	110268
GL383520.1	GL383520.1	202	366579
GL383577.1	GL383577.1	203	128385
GL383578.1	GL383578.1	204	63917
GL383579.1	GL383579.1	205	201198
GL383580.1	GL383580.1	206	74652
GL383581.1	GL383581.1	207	116690
GL383582.2	GL383582.2	208	162811
GL383583.1	GL383583.1	209	96924
KB663609.1	KB663609.1	210	74013
GL383521.1	GL383521.1	211	143390
GL383522.1	GL383522.1	212	123821
GL582966.2	GL582966.2	213	96131
JH636055.1	JH636055.1	214	173151
GL383526.1	GL383526.1	215	180671
GL000257.1	GL000257.1	216	590426
GL383527.1	GL383527.1	217	164536
GL383528.1	GL383528.1	218	376187
GL383529.1	GL383529.1	219	121345
GL339449.2	GL339449.2	220	1612928
GL383530.1	GL383530.1	221	101241
GL383531.1	GL383531.1	222	173459
GL383532.1	GL383532.1	223	82728
GL949742.1	GL949742.1	224	226852
GL383533.1	GL383533.1	225	124736
KB021644.1	KB021644.1	226	187824
GL000250.1	GL000250.1	227	4622290
GL000251.1	GL000251.1	228	4795371
GL000252.1	GL000252.1	229	4610396
GL000253.1	GL000253.1	230	4683263
GL000254.1	GL000254.1	231	4833398
GL000255.1	GL000255.1	232	4611984
GL000256.1	GL000256.1	233	4928567
GL383534.2	GL383534.2	234	119183
GL383539.1	GL383539.1	235	162988
GL383540.1	GL383540.1	236	71551
GL383541.1	GL383541.1	237	171286
GL383542.1	GL383542.1	238	60032
GL000191.1	GL000191.1	239	106433
GL000192.1	GL000192.1	240	547496
GL000193.1	GL000193.1	241	189789
GL000194.1	GL000194.1	242	191469
GL000195.1	GL000195.1	243	182896
GL000196.1	GL000196.1	244	38914
GL000197.1	GL000197.1	245	37175
GL000198.1	GL000198.1	246	90085
GL000199.1	GL000199.1	247	169874
GL000200.1	GL000200.1	248	187035
GL000201.1	GL000201.1	249	36148
GL000202.1	GL000202.1	250	40103
GL000203.1	GL000203.1	251	37498
GL000204.1	GL000204.1	252	81310
GL000205.1	GL000205.1	253	174588
GL000206.1	GL000206.1	254	41001
GL000207.1	GL000207.1	255	4262
GL000208.1	GL000208.1	256	92689
GL000209.1	GL000209.1	257	159169
GL000210.1	GL000210.1	258	27682
GL000211.1	GL000211.1	259	166566
GL000212.1	GL000212.1	260	186858
GL000213.1	GL000213.1	261	164239
GL000214.1	GL000214.1	262	137718
GL000215.1	GL000215.1	263	172545
GL000216.1	GL000216.1	264	172294
GL000217.1	GL000217.1	265	172149
GL000218.1	GL000218.1	266	161147
GL000219.1	GL000219.1	267	179198
GL000220.1	GL000220.1	268	161802
GL000221.1	GL000221.1	269	155397
GL000222.1	GL000222.1	270	186861
GL000223.1	GL000223.1	271	180455
GL000224.1	GL000224.1	272	179693
GL000225.1	GL000225.1	273	211173
GL000226.1	GL000226.1	274	15008
GL000227.1	GL000227.1	275	128374
GL000228.1	GL000228.1	276	129120
GL000229.1	GL000229.1	277	19913
GL000230.1	GL000230.1	278	43691
GL000231.1	GL000231.1	279	27386
GL000232.1	GL000232.1	280	40652
GL000233.1	GL000233.1	281	45941
GL000234.1	GL000234.1	282	40531
GL000235.1	GL000235.1	283	34474
GL000236.1	GL000236.1	284	41934
GL000237.1	GL000237.1	285	45867
GL000238.1	GL000238.1	286	39939
GL000239.1	GL000239.1	287	33824
GL000240.1	GL000240.1	288	41933
GL000241.1	GL000241.1	289	42152
GL000242.1	GL000242.1	290	43523
GL000243.1	GL000243.1	291	43341
GL000244.1	GL000244.1	292	39929
GL000245.1	GL000245.1	293	36651
GL000246.1	GL000246.1	294	38154
GL000247.1	GL000247.1	295	36422
GL000248.1	GL000248.1	296	39786
GL000249.1	GL000249.1	297	38502
